config_id,plant,NH4NO3_mg_L,KNO3_mg_L,CaCl2_2H2O_mg_L,MgSO4_7H2O_mg_L,KH2PO4_mg_L,luminosity_umol_m2_s,temp_C,humidity_%,stem,leaves,leafArea,branch,protein
2,soja,2000,1400,660,277,170,350,20.175215684045835,73.4665347927772,14.177026294700651,5.078045219315827,20.870212672555077,4.979729663127811,34.824070397736214
2,soja,2000,1400,660,277,170,200,26.22966988276559,47.6628752147071,16.34742329610757,5.025454036169048,17.086630714465635,6.086181082982978,36.66478431114896
2,soja,2000,1400,660,277,170,800,27.565330152052717,51.278696410534984,13.023847568201425,4.606796884250248,18.619153903840996,5.0630255577325585,36.307873743535744
2,soja,2000,1400,660,277,170,800,22.849161676856028,76.68705333135013,15.381888567079754,5.234756255177884,19.748070896080836,6.097327374095208,34.43099596365154
2,soja,2000,1400,660,277,170,650,22.03523282010729,57.193110014417314,13.488074490933226,4.782495851025071,13.565108595229102,7.4058161723064995,35.78909128631159
2,soja,2000,1400,660,277,170,950,27.859327309478928,56.79525295335037,17.482583718190202,4.9340109192982,17.113099379891857,4.987157641346206,33.932601036047934
2,soja,2000,1400,660,277,170,500,26.06252508797586,51.09344948272389,17.447171746002056,4.804311587230373,19.865324162396682,6.996268810195392,36.15194378281963
3,soja,800,1400,550,185,255,500,26.146865732531136,46.28677316987468,16.25986710624449,5.202955207656195,22.175273944738592,5.938473607882415,38.30819708123473
3,soja,800,1400,550,185,255,500,23.231238340187527,65.09660418602877,13.387925069706222,4.9010521464161005,15.979805498146344,4.015038728831757,35.02472944125024
3,soja,800,1400,550,185,255,950,25.50545413870303,79.85103379157067,14.4650036009459,3.7881378756868416,22.70405464082279,5.650183436716064,36.62514284052813
3,soja,800,1400,550,185,255,350,23.630037104336154,71.30995234436138,15.176664579972703,4.900833329523098,20.11786240575071,5.031766890890906,35.75022530791215
3,soja,800,1400,550,185,255,350,27.228007159286143,67.90136802928544,15.973355360715761,4.50976751853649,21.21875849128488,7.150242635181343,36.93036260580519
3,soja,800,1400,550,185,255,200,26.750139991061427,71.06587718108028,15.512671334207603,5.157367787837501,18.157278228991565,3.854986321806856,36.53858781577588
3,soja,800,1400,550,185,255,800,29.844447284577498,60.64301629075589,17.757966498405825,4.207476576089595,21.896533617278987,3.0205786237070176,35.44276067703924
3,soja,800,1400,550,185,255,950,27.433260287251613,71.49993894563454,17.74040479356149,5.051911952513725,18.56001957455345,6.142227522637413,35.44207981575389
3,soja,800,1400,550,185,255,800,22.218871547209172,67.363196880478,17.68299277901759,5.484439870241855,21.546531330949765,4.722487191968741,35.6529902433619
3,soja,800,1400,550,185,255,350,23.415714673723215,70.24497242780632,15.400374091504705,5.078384738481661,16.980797686712613,6.106887535171425,35.99976487191471
4,soja,2000,2350,440,370,85,650,21.609407490891545,55.18671443304348,16.34339161801092,4.321858036239566,15.825969602796789,3.524678854033508,35.55505258318307
4,soja,2000,2350,440,370,85,800,23.218145763603797,42.30411691573646,13.80267608667474,5.215041521795878,23.86207955803648,5.371202865958242,36.96488911625897
4,soja,2000,2350,440,370,85,350,24.14920391696981,76.15717108094552,12.09328265465707,5.339962721725147,22.78703752920878,3.0629310615247864,34.41291032072888
4,soja,2000,2350,440,370,85,800,27.10904086611037,46.21625508619897,14.69196202624205,4.627394942565207,21.63604261924018,5.455858925452272,36.25354904743928
4,soja,2000,2350,440,370,85,800,27.532294224943527,46.051030001988224,14.199685677434367,4.7274062665877,16.011400422883938,2.595745202340282,33.49128151695815
4,soja,2000,2350,440,370,85,650,25.64109470503296,40.1438296155948,16.9930332275397,3.4389850860173627,19.644670735238186,5.032899756081194,35.93631068106842
4,soja,2000,2350,440,370,85,500,26.445305266073866,63.77594991809203,15.778621965349705,4.416026771053243,19.404657204514486,6.469820276478809,36.4744948042216
4,soja,2000,2350,440,370,85,350,22.62855531245289,61.99305290193177,10.486168233522202,4.821201352765596,19.114972042555937,6.734253630563837,37.05412126535768
4,soja,2000,2350,440,370,85,200,21.088320700023935,75.02916493564766,12.206933720682104,5.2750357333226985,20.955094397806253,5.526996835863509,34.255498014750515
4,soja,2000,2350,440,370,85,500,22.14688556430381,73.18260504864692,12.81685205628041,5.472380944974388,19.39316227202839,5.0685179982778825,36.724622255025714
5,soja,1200,1900,220,555,170,200,22.23445225365149,71.72471831173385,14.54995355843964,5.124142952883193,21.831608344184623,4.481395509057506,34.32114123490454
5,soja,1200,1900,220,555,170,350,28.53201625410675,57.7300404064502,14.433435567090605,6.295518487610558,18.44461574196291,4.7478520560868,36.442659330993635
5,soja,1200,1900,220,555,170,800,20.36608081102591,45.23674893272732,12.636865997758898,5.385622155635525,20.867003673003524,5.80385351073691,35.71338459904939
5,soja,1200,1900,220,555,170,950,29.838589012602817,55.00008992960719,13.997721442933596,5.702508004112596,22.062932818804864,4.25427985285704,36.12252811362139
5,soja,1200,1900,220,555,170,200,22.37884262847542,77.39908919487384,14.184057448055,5.207814922053357,19.217891306091833,5.138018209546677,35.70862739932243
5,soja,1200,1900,220,555,170,650,22.88333745050786,74.03483169817365,15.622909068207028,5.659515627929459,18.992356881517182,2.975381728353214,36.56881331995911
5,soja,1200,1900,220,555,170,500,29.5369061026096,61.68378605610994,19.34141963101089,5.191673786777674,22.808466426664378,2.9626760552136977,35.103045858318744
5,soja,1200,1900,220,555,170,650,27.56664771174814,59.768713258445494,13.534599178824156,5.01143043792705,23.522930082951053,6.786992221050431,35.48467365951884
5,soja,1200,1900,220,555,170,950,22.992421745450297,45.25256518214889,14.117927744982861,5.1484082324621925,23.088577231125193,4.642316600021001,35.077046887449406
5,soja,1200,1900,220,555,170,800,24.436861894426357,57.458297442393594,17.15894693268829,6.01467343380156,20.117341052824962,1.9260329539734413,34.607030769042886
6,soja,800,2850,550,277,213,800,22.54800533565772,53.737628316840386,13.312927376250055,5.300461066526037,24.446471130131904,3.7318389388756823,34.69668905619403
6,soja,800,2850,550,277,213,800,26.34682305138206,41.55954968769799,15.760448329016695,4.651449803197995,19.40314318405049,4.133277408314405,35.64070286683493
6,soja,800,2850,550,277,213,500,27.664666454507696,79.32356904111926,15.106904370882695,4.875254783457917,18.333897431157755,3.3255512343461717,34.955766366754055
6,soja,800,2850,550,277,213,950,28.269033622750992,69.42359144915028,12.173822944355141,5.077824222067088,21.593864952902805,5.391189495396613,36.138451717805694
6,soja,800,2850,550,277,213,350,28.881627170435397,64.6760623088728,12.086422037505201,5.101010386163157,22.752915999419034,5.479289767924508,36.05801395331733
6,soja,800,2850,550,277,213,800,29.412602351017508,64.38976255484224,17.664148957537613,3.8331255775189295,21.926297999467156,3.737748996660822,36.140948826192435
6,soja,800,2850,550,277,213,350,25.567305217444954,57.56718285985125,14.026036444718573,4.057103867723141,23.539945525810495,4.020735940479483,35.461473827935315
6,soja,800,2850,550,277,213,350,22.380446856509124,58.87143552632173,14.143993994944914,4.648775458947542,22.10141869669471,3.8283377676445713,35.729886894951655
6,soja,800,2850,550,277,213,950,29.01216513185132,49.607816525819075,16.023679675789037,5.157924911210205,16.472595235478597,5.081660407586662,36.02449532431987
6,soja,800,2850,550,277,213,500,29.34075191960769,56.0895611330003,14.541458954730167,6.063747681933455,21.299739112740845,4.237428900141629,33.81357780893497
7,soja,2000,1400,330,370,170,650,26.045617239004784,62.425235496067295,14.049499422929163,4.455996848807071,21.634717088209857,4.647218101547591,35.837287490859225
7,soja,2000,1400,330,370,170,500,28.198572842850943,55.525133837852735,20.649932014831034,5.500100895802266,18.13470441264583,4.481178211594177,35.38495606996539
7,soja,2000,1400,330,370,170,200,25.669783118057346,55.315079536177436,14.291268329139317,5.305396222530618,23.1914204901394,4.219737825997944,36.88168422199923
7,soja,2000,1400,330,370,170,800,27.324553552048176,52.98315091009465,16.098431757344,4.5522687493593015,22.800474297308373,6.488035428265361,37.40550076083905
7,soja,2000,1400,330,370,170,950,25.856256783195697,44.243441235521566,14.877964468475037,5.805182800081278,19.421572240169514,5.109874423418116,36.83195571555014
7,soja,2000,1400,330,370,170,650,22.41631520596793,40.64187217698694,12.026497260355946,4.454629044589562,16.272589281094586,2.9854217793321682,37.2132300682763
7,soja,2000,1400,330,370,170,950,21.32779796963756,68.03261198747686,18.60487764403796,5.838598122860921,19.16795663568505,6.280958679868375,36.111836521490126
7,soja,2000,1400,330,370,170,950,27.23298530850721,69.85783781737364,16.677139209351143,6.198456900657222,21.63111743600429,4.500145064827285,34.394499459296014
7,soja,2000,1400,330,370,170,200,20.098953589331202,59.84261953338884,15.185498988001983,4.455695426597386,18.60167114982938,4.6792171216696135,36.44438653216586
7,soja,2000,1400,330,370,170,950,21.520914895645042,44.728183916392894,14.534318096143284,4.8729521154181406,21.04760405110995,7.143700541081152,36.01172831485726
8,soja,1200,1900,660,555,255,950,29.189587911389218,62.56532193546221,14.370716497450658,5.193362453750729,20.22973153370621,3.18759480473255,34.29252256081306
8,soja,1200,1900,660,555,255,800,24.741578706628317,56.307872449064604,15.532720746974453,5.592223599390879,20.388238280706688,3.218937659159574,36.75871364514694
8,soja,1200,1900,660,555,255,950,21.256395519871432,71.05326960763327,14.39121657116737,5.486669243139521,19.446312413533654,4.347832408774898,37.095834669682986
8,soja,1200,1900,660,555,255,200,29.32057376806005,75.40335368750651,17.297988981266467,5.437755988492595,22.554922045705165,5.4783391654187685,36.74499292679472
8,soja,1200,1900,660,555,255,350,23.76202220210847,66.18304215259938,14.361895981645937,6.251584833346593,18.740842228763,5.954992497254439,35.43182656264088
8,soja,1200,1900,660,555,255,800,20.124038787362228,73.46368278467202,15.937939416588765,5.234588683431572,16.714399047098865,4.523051103672435,34.04151848986126
8,soja,1200,1900,660,555,255,500,23.025133317144604,54.83496427761882,10.791667636915733,4.4415391617235045,22.40422953111258,4.360472186542153,38.12938542825207
8,soja,1200,1900,660,555,255,650,27.58228989815128,58.730578569475675,14.661410503495865,5.126241361179935,19.42978376772085,5.084362779585353,35.768998395209614
8,soja,1200,1900,660,555,255,500,24.98077454646987,56.35890173877803,15.213235881862431,5.750270946506332,18.337895928634815,6.798511533305811,36.80923401958028
8,soja,1200,1900,660,555,255,200,27.125858168751808,58.89242381649356,15.832969654246567,4.57777252694772,17.733210749234004,4.80924034597437,37.10636029753544
9,soja,1200,2350,330,277,170,500,26.563988299933666,73.01767942632972,15.994193432059362,6.7343317245652825,20.77689015895416,3.6524028628722425,35.89811072815623
9,soja,1200,2350,330,277,170,200,22.40090043511153,57.77018750776316,10.079532887999349,4.697862024034641,23.59628151925745,5.374491817704846,34.44246656369448
9,soja,1200,2350,330,277,170,800,27.934140317639482,75.87161120006549,14.04733749868054,4.427460725555084,22.472758741775902,5.012129197813754,34.57176167448752
9,soja,1200,2350,330,277,170,800,28.1761673084588,56.25041457033395,15.01767074599089,5.463791092713208,17.96715432324136,6.681539067889415,36.167692981952236
9,soja,1200,2350,330,277,170,500,29.393957383282142,59.95714230036138,15.94560867651635,4.849917092062386,20.656936718687035,2.4659594557852316,35.288108323003
9,soja,1200,2350,330,277,170,350,21.670864800309023,72.6138660449096,15.496120525483606,5.695405148598841,19.0762008138454,3.419148159362038,37.13556783573175
9,soja,1200,2350,330,277,170,950,25.199733978659957,64.76365957698602,16.555824000665048,4.372653543963219,22.55527206490509,4.4809863524310725,35.41188408291944
9,soja,1200,2350,330,277,170,500,25.301089642845742,66.40767829874065,17.440922619814593,4.362651157693424,18.837327967569266,3.9488639176404163,36.13348810619132
9,soja,1200,2350,330,277,170,350,29.834968461487108,49.711838445801924,14.017623305830073,5.051338619347179,19.077912365975827,3.728068176708138,35.864667977890456
9,soja,1200,2350,330,277,170,650,20.119071637081362,57.263999016305604,13.820371552092901,5.187580546831533,22.171742368625086,5.4963242369056315,37.173470594396875
10,soja,1200,2350,330,185,213,350,29.554565125139096,63.94213782451645,14.373449748286118,4.780474262321808,19.833815043360786,4.39674510890044,35.71212662089839
10,soja,1200,2350,330,185,213,800,21.309811957157642,58.69691740958166,12.143378661968127,6.250674198049143,19.890738803581943,5.78266247258132,37.14794307537077
10,soja,1200,2350,330,185,213,200,26.092434017335094,78.56791382591717,15.620150218985373,4.193786078644819,24.08151210762069,5.8559681226897915,37.731780796931226
10,soja,1200,2350,330,185,213,200,23.437751171777744,76.23688440466108,10.65617646257348,5.4428467284554,19.548654770716738,4.223981803427754,35.024574379165756
10,soja,1200,2350,330,185,213,950,24.845357847217056,70.19745756491325,13.569958909942631,5.177861767553819,22.03907457343782,7.791277186521203,36.3747399876731
10,soja,1200,2350,330,185,213,200,27.453004082810153,67.2106485718173,16.457075808333496,5.612453059387189,25.449202920369082,4.926193240016305,36.32610265049111
10,soja,1200,2350,330,185,213,800,20.13098105258437,49.01331735205187,16.62975256545086,4.4339653842074895,23.023846080832932,5.009443291426808,33.979265947026775
10,soja,1200,2350,330,185,213,500,24.957279453229983,79.98961724737073,18.360163664110427,4.794895987309635,20.368013538432944,6.206373874639873,35.14169847990148
10,soja,1200,2350,330,185,213,800,29.839819873423398,52.63751831285063,13.708131489215484,5.335366404450472,19.269941220156056,3.3193039122788086,35.53682852003273
10,soja,1200,2350,330,185,213,650,25.51508408397457,68.20199440523666,12.601172495393378,4.56263253927599,17.95047862986623,6.190656510574359,36.561379548486904
11,soja,1600,2850,220,277,128,500,26.3297987381706,65.29587438730101,12.774409071436478,4.843244827607991,22.281015864310785,6.261400767169183,36.04497840974267
11,soja,1600,2850,220,277,128,650,27.708942497951952,42.44396896273286,14.8236452210417,4.828010580975071,18.649873151703517,4.917402697863986,35.82242193610067
11,soja,1600,2850,220,277,128,950,21.796425233467247,50.304270080809914,17.6493566566917,4.493367187217214,18.965568887248494,6.63922669367869,37.318634046941966
11,soja,1600,2850,220,277,128,950,25.51302015459325,60.591168020240076,9.406630786220617,4.500733388745701,22.392822890745165,3.9238685923407592,34.68990375060422
11,soja,1600,2850,220,277,128,950,29.769346090493478,56.288801165993114,14.537992902574423,3.760304530043755,16.463666458661393,5.420226192229421,34.669021369823795
11,soja,1600,2850,220,277,128,800,25.80483319596888,43.11336194517471,16.303943388567568,5.230214129732639,16.820118111836102,5.105788366205065,36.43855366620547
11,soja,1600,2850,220,277,128,500,28.075945717252047,74.0406347663557,20.21618632520968,4.30639873132639,22.844027117511224,4.066519128590912,37.26897090677528
11,soja,1600,2850,220,277,128,200,20.977917957803086,64.8621996468922,12.360880238559568,5.254866425585867,23.212883640208364,4.589591759143635,35.72607530564575
11,soja,1600,2850,220,277,128,950,21.394963665896704,75.69758204040649,10.190694112023003,4.710793036812836,16.712180307973195,3.9659664450302197,35.61760826270137
11,soja,1600,2850,220,277,128,650,23.00767492558565,49.82605493923556,15.626741235635986,5.300027429332414,24.322855240278493,4.735597039951589,37.75910016841716
12,soja,2000,1900,550,370,213,800,29.83316611709174,49.4801859318697,13.77462521658222,5.3500754313383405,18.436444179251623,7.392347454472567,35.57769595480956
12,soja,2000,1900,550,370,213,350,26.193091422313827,71.16707390835504,16.976732237528463,4.6278518548721905,19.263516185280515,5.7954398586600275,35.887467827373946
12,soja,2000,1900,550,370,213,950,26.623345314257115,66.00537105292,14.395743919796907,5.062233404210998,16.82471637064541,4.130329722405646,34.4261913859381
12,soja,2000,1900,550,370,213,200,25.89830241272798,73.11244646501044,14.480240036992576,4.669524454886847,20.610149621837724,6.190104854039895,35.911815750719995
12,soja,2000,1900,550,370,213,950,21.624404673904223,62.55890346683645,16.853558164922696,6.8952489982698815,20.224830576482436,6.850504479242566,36.142297409784014
12,soja,2000,1900,550,370,213,950,29.306964635976094,60.71734912017757,16.355363506701043,5.620204969900017,20.15143772829221,7.821203116212456,35.86426333044953
12,soja,2000,1900,550,370,213,800,28.98407953896372,44.496618394428396,14.193993726388443,5.164684911895607,23.25040386367544,6.71730046326676,35.932323050275194
12,soja,2000,1900,550,370,213,350,29.323546424002064,68.73165165013049,17.213304142991927,4.696807599992215,22.27742780927045,4.428270522594541,35.648947965114196
12,soja,2000,1900,550,370,213,350,21.83611845916992,63.21433826297131,9.812925625663318,5.375556304681721,21.304518987326567,6.210286894351373,36.60298291663511
12,soja,2000,1900,550,370,213,950,28.05059330407188,40.54676874792153,14.320568887388685,5.129965105579649,19.545121008614874,3.8177826400487165,37.24078713810212
13,soja,2000,2350,660,462,85,650,26.707598169505705,43.80321424850067,15.427790507290261,4.142441946063812,19.228944717676978,7.227459193813503,37.493310204586265
13,soja,2000,2350,660,462,85,800,26.15953325606423,52.12112974898647,17.689171642567462,4.227138454855668,19.643175247735677,6.065861038572008,35.22037331410943
13,soja,2000,2350,660,462,85,650,27.42596330180755,63.12762884739966,15.34629592256877,5.4540092333594075,18.37433390433713,4.76483420708238,36.00705153768805
13,soja,2000,2350,660,462,85,500,29.79946448987448,76.07145091563781,13.252939892049017,5.3066965969306175,22.204127132102556,6.2748421052969094,36.353379581448664
13,soja,2000,2350,660,462,85,200,23.176301320769717,74.22797655291318,15.253718496462573,5.4402623749594134,20.962972990319734,5.301989904737226,35.89377384570586
13,soja,2000,2350,660,462,85,950,22.924046707409875,46.742449263982124,15.462461565466345,5.2190501772926465,22.543758002741633,6.727805757297203,35.67899377393159
13,soja,2000,2350,660,462,85,650,20.26447003077999,73.57475137170624,13.085116890417414,3.7740810583179414,20.890093747228512,6.981221003394486,36.64534479001034
13,soja,2000,2350,660,462,85,350,28.684787815923634,66.1163819462528,17.545849206322497,4.79364751165475,21.225051119462318,4.614658000754184,38.19622125524757
13,soja,2000,2350,660,462,85,800,28.49925913228715,54.4004715265561,15.224938136374636,5.23076717517064,20.708344251034287,4.908481419054242,35.523600230841915
13,soja,2000,2350,660,462,85,200,27.191735491386407,78.30676198778515,15.665162805405734,4.882234989168724,19.862814291209602,4.338873540256561,36.11545599973884
14,soja,2000,2350,550,185,255,650,29.107408530655775,58.539763190984196,15.879842009000273,5.2877460906209395,20.420254212815596,4.428725832091249,35.70747049196275
14,soja,2000,2350,550,185,255,950,25.48340296398686,74.23299222117245,15.354118511256088,5.706201444621119,22.440339666666382,5.434954614781645,35.51667182215466
14,soja,2000,2350,550,185,255,200,28.548504559706984,50.6782651956579,16.66576141474939,3.6658749971148965,19.636592608055512,4.737180512928882,35.4092284301622
14,soja,2000,2350,550,185,255,200,28.77109378926603,69.0370525920202,16.04702438326482,5.8677472648899345,16.281939863044272,5.402994278019242,35.3867267374079
14,soja,2000,2350,550,185,255,200,29.916376612874167,61.790882570235325,13.576551679589745,5.609940825383061,19.286163129462167,4.473892219118053,36.285579790560085
14,soja,2000,2350,550,185,255,500,29.608630662466705,60.47792099981602,19.713446926577138,5.043546036164431,24.399197553769927,4.102061100076473,33.721021873275845
14,soja,2000,2350,550,185,255,800,25.18965311076288,41.209121275132944,11.086781352966314,5.65996109398125,21.32445798282653,6.533081143583516,36.20905352945314
14,soja,2000,2350,550,185,255,800,22.13154832072567,65.7656975822292,13.640649760378766,5.687404433507477,21.272347108057996,3.7703016682312187,36.27158154074658
14,soja,2000,2350,550,185,255,950,27.87848372584979,42.618251989318274,15.501526741667583,5.402947252993811,19.88654788315785,4.862632305445982,35.42066125647639
14,soja,2000,2350,550,185,255,500,23.049612979486803,54.735512803169556,12.082939755806699,3.8818793143044115,15.202859004629023,6.076661808126577,37.527898711882436
15,soja,2000,950,440,462,170,350,23.800797126602692,53.54486083967359,13.714732881699451,4.164587180014815,18.79580863249262,4.257017129194126,34.618099643491455
15,soja,2000,950,440,462,170,500,29.143521338395747,46.16593181588274,16.58355878588729,4.924791491176169,19.56829817516072,2.3501024849717376,36.299402476914494
15,soja,2000,950,440,462,170,200,24.111263666161637,54.15259559853634,12.870717810351362,4.732540191974843,17.50493867751817,4.272274363295767,37.049075178793224
15,soja,2000,950,440,462,170,950,22.0483793059472,45.149472203274904,16.86542090014021,4.376707329140866,19.866101397286442,3.165521207970272,35.36437531155335
15,soja,2000,950,440,462,170,200,23.66563258363113,47.716306369788484,16.90428162470507,4.1670462206891,21.67574016136938,7.687314209932472,35.584662610467355
15,soja,2000,950,440,462,170,350,23.33819500122258,45.42570834541014,18.302565147746297,5.344244321961483,22.01004348754963,3.1717963934980027,36.56442106377004
15,soja,2000,950,440,462,170,200,24.255523717472638,66.94563822290267,13.147818808826246,5.235590271895795,16.74066224304389,3.7674141364297165,36.971807243022944
15,soja,2000,950,440,462,170,500,29.853951280031726,69.69297395487493,15.863825386062677,5.278944714916917,17.49965248928242,4.4735119941666,34.348465981781274
15,soja,2000,950,440,462,170,200,21.010148090248098,64.32679371397398,17.841982795965926,5.062364540821014,18.397081991041137,6.6343739300048625,36.810494888158345
15,soja,2000,950,440,462,170,350,20.075036169699768,77.84306989292796,16.667076674715286,5.2551435227841035,22.353052448749775,5.347276766933416,37.26066908572847
16,soja,1600,950,660,462,85,650,27.743013988301172,59.58649520574575,17.599248923541953,3.8894277171496223,21.92968185845534,6.593619139432797,35.872896727539924
16,soja,1600,950,660,462,85,650,22.300885344925437,67.53531165481607,16.31356388167149,4.8158180400939194,19.443805773090254,4.7039451169852216,34.79278130848772
16,soja,1600,950,660,462,85,500,28.344026922770436,43.74959193679257,16.344723503441873,4.5174025593926075,20.255095639432337,6.739069959813245,35.249994990189606
16,soja,1600,950,660,462,85,650,29.892374317676058,66.19287757472375,14.635959161488397,5.558935760476026,18.181516948772767,5.278825264024613,35.5616796954135
16,soja,1600,950,660,462,85,350,28.914871574943117,74.68153169894649,16.81045479743409,5.566694230716493,16.06122394842274,5.74623309523938,36.39114268024721
16,soja,1600,950,660,462,85,350,21.014412916163387,58.33652436178633,11.77139137778248,3.9190907230891545,21.230123733783728,6.407763805290257,35.469550025750195
16,soja,1600,950,660,462,85,650,23.31507874459539,62.18309564178587,15.645319346639496,4.853589109312399,22.13156843114352,5.466384563382141,36.65331269026286
16,soja,1600,950,660,462,85,800,26.655370000773132,43.73385844177251,13.058727362655173,5.149154722888703,19.907943175877904,4.474160282216289,35.633303396812565
16,soja,1600,950,660,462,85,500,27.287884401623273,64.29461307757448,13.644976305327237,4.876162274979565,20.345902974044186,5.896031710257186,35.73021479134867
16,soja,1600,950,660,462,85,200,23.43794122863691,43.08897182384705,17.16297589530852,5.078679418305882,23.277295090964675,5.263069238157322,37.251939415856086
17,soja,1200,2350,330,555,128,950,23.076101236943572,51.5706119115795,13.68622765307976,4.67549194351894,22.527467848450936,5.414198741812169,35.91318069257033
17,soja,1200,2350,330,555,128,650,24.58139146165495,60.96374302635767,13.129916952253541,4.464309039165561,17.994404021300756,5.438868722506285,34.868068987890446
17,soja,1200,2350,330,555,128,800,27.97166888555436,44.76613401131611,16.443238028755363,4.817938236102951,20.857909373723842,5.121833486778654,34.84800523272686
17,soja,1200,2350,330,555,128,800,21.19528044922146,55.91168604401894,15.147915178084995,5.63155513537406,17.75472331472021,5.029819692049289,37.473319203619646
17,soja,1200,2350,330,555,128,950,20.305845683633784,62.12418005201094,12.840146409185467,3.877732509686929,18.686790842659075,4.1267482247718945,37.564269458463556
17,soja,1200,2350,330,555,128,950,22.92407662790913,43.32164728588676,13.23548464599271,5.544585637508545,18.592774170615154,4.440882126596417,35.659129353352355
17,soja,1200,2350,330,555,128,650,20.828111641638703,66.48145833629818,13.469548858616076,5.273745650966994,16.4267234382025,5.553827682783682,34.89833094393113
17,soja,1200,2350,330,555,128,650,27.781655158676134,63.91633435430143,17.949858669955926,4.5150179327039215,18.74876895360988,4.986628499717369,36.09252541398576
17,soja,1200,2350,330,555,128,350,23.34076862789201,55.16409916671627,12.963283189954634,4.66031744935966,23.992087763846065,4.136140487440816,36.25282946437866
17,soja,1200,2350,330,555,128,200,22.04434421584484,48.75612601938063,13.271788826935147,6.701144063163383,20.61158860862624,3.881022297651702,36.70654474770832
18,soja,2000,2850,660,370,85,950,24.89263426735602,62.328341443547465,16.170584838884622,4.232638029700664,22.851353528704216,5.924685800761392,35.06796782639281
18,soja,2000,2850,660,370,85,800,21.761102994019456,63.91230892186343,13.879728436740821,3.9223590169790765,22.269699322652745,4.777530651748087,36.62402812000726
18,soja,2000,2850,660,370,85,350,24.1910630444216,62.29811965066419,12.495940469302463,4.592099770324188,20.10712229441467,4.06005774697956,38.06004666720133
18,soja,2000,2850,660,370,85,800,24.111803973171266,62.47350393702077,12.705728883241566,4.902816275265665,20.869494317759806,3.591603983307394,37.14827556265327
18,soja,2000,2850,660,370,85,200,27.391001526795755,69.25394083268921,16.62957866272813,5.770635576042154,23.19346535420147,6.160176343943761,36.72122086857274
18,soja,2000,2850,660,370,85,200,27.77832851254059,56.58736955386829,12.0718562550214,4.720648508417351,20.630295577305507,6.181890015797511,35.13312971729511
18,soja,2000,2850,660,370,85,800,20.975172843907192,42.05540266854672,13.625336954093166,3.790219053805238,21.487853569042585,6.522144651389072,35.7143080707671
18,soja,2000,2850,660,370,85,500,28.925585041487476,78.21076093924202,16.464705780542108,5.099644573623695,21.90696818777907,5.6936765646020895,36.923685338852074
18,soja,2000,2850,660,370,85,500,21.318130603942937,44.79901558383303,16.756363773430074,5.2513330201880954,13.86784700550222,3.7471055415670307,36.958194214445626
18,soja,2000,2850,660,370,85,350,20.68475263925533,41.72197238543315,14.026784504653824,4.1361395733786654,21.035198275970778,2.8525646025481644,34.08380311041212
19,soja,1600,2850,330,370,213,950,29.368276960502044,66.74565080315534,15.433348087497556,4.935265278996797,19.226454972783408,5.025939192973331,37.237049174085136
19,soja,1600,2850,330,370,213,950,21.26718781432406,77.99956096658926,14.906365532066264,5.630932198623518,20.415895647001733,3.805309685493393,36.553342230566955
19,soja,1600,2850,330,370,213,950,26.546900465461768,42.9908986678203,14.169012179264483,5.424802444428875,22.105388907256643,4.832790898928849,35.60138923785872
