config_id,plant,NH4NO3_mg_L,KNO3_mg_L,CaCl2_2H2O_mg_L,MgSO4_7H2O_mg_L,KH2PO4_mg_L,luminosity_umol_m2_s,temp_C,humidity_%,stem,leaves,leafArea,branch,protein
5,lupino,2400,2350,330,555,170,200,20.011434964708755,41.36445826548501,10.91364508210654,6.021964054539811,21.2577633575641,3.4356733964868664,40.54817713506813
5,lupino,2400,2350,330,555,170,500,20.490877545553246,68.63312919092697,11.697341046243292,6.896540923065755,23.849077400349792,4.235988519787612,40.1981957522332
5,lupino,2400,2350,330,555,170,950,26.27616191931878,54.17661547377482,12.74755460755041,7.074329570094536,21.5421364642057,3.9391805092354453,40.49044865167162
5,lupino,2400,2350,330,555,170,950,28.942805874198392,49.83251944402282,11.535320158859681,8.092300403154214,23.51286268706632,2.32892728469856,40.82823093431298
5,lupino,2400,2350,330,555,170,650,24.923386047826817,68.73007936945179,11.164638982092441,7.02620933278283,23.366196848618582,2.8249725492152766,39.676342099020744
5,lupino,2400,2350,330,555,170,800,26.270021266507175,71.92849763894466,11.891689242647379,7.013203581176048,20.07706942712537,2.438033927496405,40.51014062773913
6,lupino,800,2350,660,185,213,800,28.459052645190695,73.28802654139261,12.819359194783093,6.117152182076804,20.831955197010956,2.6743826994590423,39.00453007509872
6,lupino,800,2350,660,185,213,500,28.485026820009494,67.66791305544595,10.17665512999804,7.701000574325429,19.791675063794052,4.471701817106852,39.050379399918036
6,lupino,800,2350,660,185,213,650,22.51470076649785,59.07315320385361,10.541225674598762,7.087347042919026,23.052007737527465,4.542254406350988,41.58205621779874
6,lupino,800,2350,660,185,213,200,25.18247520781543,48.517545987269315,11.980058274004682,7.527613399613736,24.63555984258436,3.383921421296385,40.068394085437546
6,lupino,800,2350,660,185,213,500,22.88983017690038,67.95722188153644,8.013067651338174,7.033237533811868,21.48719457559864,1.4318937995014545,39.445338940496676
6,lupino,800,2350,660,185,213,950,21.77671367615768,64.52395427195037,15.097660701656734,7.500079019220151,22.158593396422866,3.7995300591328127,39.97767916219558
6,lupino,800,2350,660,185,213,800,25.30132393479377,41.12403990419055,7.603637013611392,5.615689516799719,23.009654314150996,3.61172927574745,38.749963711358845
6,lupino,800,2350,660,185,213,650,28.805354084954857,43.64300224861384,13.01950944885556,6.918753972441528,24.972063126693357,5.119991764792701,40.153733375246716
6,lupino,800,2350,660,185,213,500,27.99148419318091,65.91984019033866,10.822306738255856,5.950341492893896,19.938315534622753,5.134471945985892,40.334637618555654
6,lupino,800,2350,660,185,213,650,20.93514864373602,66.95354637017944,11.292363175609676,6.935218972297865,22.224622689628383,2.9480953254698496,39.97838829903688
7,lupino,1200,1400,440,555,255,350,26.828228536738717,43.882198578982546,12.529653854096082,6.490328333757611,20.723378507223728,1.1866097914026912,41.88342616026229
7,lupino,1200,1400,440,555,255,800,24.09317559980847,73.57915669805533,13.446100720541011,7.350836305056942,21.743065069917403,2.7768717599878876,39.0953108974189
7,lupino,1200,1400,440,555,255,200,22.635340183948564,58.579497523579406,9.739474636590487,7.3097011580401,17.811179200740213,5.42364855048677,41.44873663549218
7,lupino,1200,1400,440,555,255,350,28.422184329482036,49.20849425131989,13.442914321378634,6.166903784241821,21.61961132182753,2.232190597465706,41.046916534129856
7,lupino,1200,1400,440,555,255,500,23.15860938865548,61.676811292069786,13.43116001428077,6.158053910191718,25.958812082626498,4.233710996895736,40.80071368247849
7,lupino,1200,1400,440,555,255,350,28.823853015168993,67.55215768552131,11.505235188587234,7.887520997892275,20.166090684649678,5.495237234704997,40.06679361237426
7,lupino,1200,1400,440,555,255,500,25.177530806209425,61.928850162476635,12.337764021635953,7.418029169794305,22.594240410057264,4.475647184266031,39.151206443273196
7,lupino,1200,1400,440,555,255,500,23.211855920182046,58.72489547295824,11.891906391356754,7.9663571765279,21.028603550994216,3.496272230842097,37.64291153606659
7,lupino,1200,1400,440,555,255,350,26.931698243537987,66.07577130148584,11.782582706100365,8.00830918903328,19.822155342269756,5.499006181038723,40.06146325707306
7,lupino,1200,1400,440,555,255,950,25.925396006445844,51.1201714494066,11.849339653798374,7.7506376921248945,25.09720592563106,5.189241633403148,40.05661036732222
8,lupino,2400,1900,220,555,128,800,24.747932830465317,76.14195926926752,10.293138271017565,7.260878292846637,22.646123625931562,4.541773243523084,39.72930950302415
8,lupino,2400,1900,220,555,128,650,26.50931559167162,47.83104500907249,11.498059490622579,6.981635245684242,26.810397070948753,4.043936436535902,40.70944908541507
8,lupino,2400,1900,220,555,128,500,29.346316287635517,52.2345353659221,10.364336200105415,6.5317409425272155,22.708020403230847,5.2532926543686065,38.3937480182549
8,lupino,2400,1900,220,555,128,500,23.520671522268593,62.11886852775213,7.021732609229106,6.6546261402111835,25.285681810880472,3.659782935074053,39.94417911529758
8,lupino,2400,1900,220,555,128,500,26.08917656309385,65.9514825937791,13.065708051530992,6.905318743368568,23.956291840666168,7.188697217709567,41.50104869175621
8,lupino,2400,1900,220,555,128,500,21.542353446409614,40.0676863538886,9.234897355303268,7.914659883436034,22.16130705156229,2.570029543301019,41.68304576900512
8,lupino,2400,1900,220,555,128,950,24.060146014110025,54.82605877902116,9.921050820096648,6.824910220791781,22.009337713528947,1.0124730368612656,39.052587762169075
8,lupino,2400,1900,220,555,128,650,27.597484019476113,58.62875916169574,16.21631999105138,6.890001287826492,24.129502328372638,2.628663382609091,40.13283575813768
8,lupino,2400,1900,220,555,128,350,24.09157743521841,74.05261658103768,15.345403639028909,6.5508173622399815,16.77346664269378,5.121539491030707,41.125898726866204
8,lupino,2400,1900,220,555,128,650,23.6181133061072,69.3695949657635,9.829437020061645,7.7911337351065235,24.006523606144725,3.2257392484484235,40.60082146605482
9,lupino,2400,1400,220,277,255,800,21.870899529060807,56.277214771610375,9.700874804382824,6.178865113108439,19.05459468160811,3.9619877004748147,40.166324761897535
9,lupino,2400,1400,220,277,255,350,26.269615816027944,65.70899200423463,18.100611559070966,7.367661461417816,19.470758316676378,3.9683130920845113,40.04038383820936
9,lupino,2400,1400,220,277,255,200,29.001726343747436,58.73419098579335,14.135959127584073,6.936223555832982,25.12881750000026,2.785904613020907,40.80598055534091
9,lupino,2400,1400,220,277,255,350,23.660834524593895,54.160797462019936,11.738341907748724,6.98721288904091,16.313822664270845,6.2395520077630575,39.558838827271515
9,lupino,2400,1400,220,277,255,650,27.96590156205383,58.78327412330063,15.532937259755691,7.002310189698654,22.51147554032331,4.98362051996846,39.02495077601314
9,lupino,2400,1400,220,277,255,650,20.698619476427847,75.62716369518857,10.252326980466567,8.04673691823829,21.753493352829462,3.4101511594234415,39.142563581554505
9,lupino,2400,1400,220,277,255,650,21.324781847648936,41.321588520681914,9.855027740106836,6.910559448886974,19.70929458770487,5.574265964578464,39.85850633775904
9,lupino,2400,1400,220,277,255,200,20.658464430986886,51.65580976200052,12.06397851112923,7.130554603946339,19.681539161388955,3.392420789789686,41.47556643638922
9,lupino,2400,1400,220,277,255,950,29.973908349202162,61.05499367719892,14.768930051268882,7.088169214275718,21.54311156992837,4.613515497960281,39.63847859217139
9,lupino,2400,1400,220,277,255,500,28.353569800464413,40.08958323928007,15.478900954489635,7.230729183651388,24.24313252068316,4.903721667498445,39.89562995787229
10,lupino,1200,950,440,370,213,950,25.105526053707536,54.261796249350425,11.778167083852901,7.076117067784213,20.033643637035482,3.746356963923023,41.03961819802544
10,lupino,1200,950,440,370,213,350,27.624368279040958,41.853396933926234,9.6936705067591,6.351672423877163,25.330219919560612,2.4596257653112765,40.25785684914838
10,lupino,1200,950,440,370,213,200,21.02506426145066,46.759932071366954,12.295241980250013,7.643853648611335,21.441594050198788,3.825645352633147,39.90934651804188
10,lupino,1200,950,440,370,213,350,28.25831517493293,40.778876521576535,10.158959987047607,6.934603376835394,21.567271845291934,6.285698999651459,38.06970389425643
10,lupino,1200,950,440,370,213,800,20.547834180312506,60.754635085127546,9.409980030417987,7.24817456196233,15.255498714602911,4.403619626813015,39.229251900709905
10,lupino,1200,950,440,370,213,800,22.623027984425146,42.107304366206904,11.987219449093773,6.289224151872742,21.2286295647736,7.0418484176020275,41.70784706261754
10,lupino,1200,950,440,370,213,650,23.860765818112025,70.31257598155796,11.25638213191072,7.096337048386123,22.39304061742831,1.842729260748384,39.89748565501246
10,lupino,1200,950,440,370,213,800,20.517209653427614,75.6125101905788,10.232525743099531,6.394669812726559,18.641988368281183,3.706283755935018,39.197615562682955
10,lupino,1200,950,440,370,213,200,20.024208813387283,51.34649009674331,12.283785849602731,6.100113785987633,20.33996021787975,1.612817470315652,39.71070669531827
10,lupino,1200,950,440,370,213,350,29.26258431255632,65.04720549788283,12.33906309643156,7.167697203848136,21.44656020290208,4.7623200982282246,41.10742701165303
11,lupino,1600,2350,660,462,255,950,26.984762689197197,48.958199881529865,14.007113788113212,6.4826331604220275,21.690236720949567,4.936543646217957,40.71408775366122
11,lupino,1600,2350,660,462,255,500,21.1174955334015,77.1122496544003,11.702552348498191,7.867498190425127,22.7689451157352,5.6484356054118345,39.90485049602396
11,lupino,1600,2350,660,462,255,650,25.556873037230027,64.98278922487451,9.89099140100685,7.399679106536536,21.139271318827678,4.192800935554253,38.85034492827509
11,lupino,1600,2350,660,462,255,500,27.977096572059498,79.15036178465336,11.277120328825935,7.249451013831128,19.39143897437844,5.929731690252569,39.67894426845688
11,lupino,1600,2350,660,462,255,200,20.979840726290597,45.48093623283485,8.745609287320345,6.492887435728251,17.807469066295226,4.486209810378967,40.13805705466585
11,lupino,1600,2350,660,462,255,350,27.12390048006184,50.2876882104905,13.134273668938217,7.127726788068098,25.636189843454225,4.306610251000906,41.10051197711812
11,lupino,1600,2350,660,462,255,650,24.801577423822376,43.33085848013268,12.028444114836889,6.75647976822264,23.293243653667204,4.597753743309185,39.7444825313837
11,lupino,1600,2350,660,462,255,350,26.87950009636546,67.85204634466282,13.492952484339082,6.531123936580918,21.70063495632474,3.381280686933039,40.30203389363909
11,lupino,1600,2350,660,462,255,800,23.665229868584085,56.1165151181012,10.72510355965294,7.162598985434063,19.755511837813877,2.8866555449370983,39.74684870195063
11,lupino,1600,2350,660,462,255,500,27.09126139797688,61.40704812707174,12.817588699900133,7.2479779533212065,24.21418028294172,3.2615256105129955,40.911940188389906
12,lupino,2000,1900,440,185,85,650,22.50214642528916,77.82185824335883,9.446712692450367,7.212312114264609,26.142828637011448,2.467028116932707,38.855970443486974
12,lupino,2000,1900,440,185,85,350,20.106336332700074,72.77932523994461,12.223537498524282,6.854755690721173,19.384203379417574,6.64791150338163,39.718788519043244
12,lupino,2000,1900,440,185,85,200,28.849312577293546,75.39956744984016,11.452999867701836,6.1711426037145,23.5071446180011,3.5282571591029126,40.739425148848724
12,lupino,2000,1900,440,185,85,650,20.38817197941171,75.25751769838467,8.539429277806796,6.604517314590551,19.02395006869203,5.780327992032319,40.5320829443788
12,lupino,2000,1900,440,185,85,200,29.925825229264316,78.3018894585768,10.306527078993678,6.353451101613474,22.359122621109833,2.074012010250461,39.29230711434602
12,lupino,2000,1900,440,185,85,500,21.98064919582085,62.04057618425702,12.42115575110131,5.806448110622279,18.660021623077174,2.76686442998054,41.00825762856047
12,lupino,2000,1900,440,185,85,500,24.133956705617955,57.517081927019134,12.645681737481514,6.401520722328828,20.99852603930793,3.5601599802273856,40.41537729718312
12,lupino,2000,1900,440,185,85,500,26.97246956751643,63.92154649251267,15.482700447446199,5.959432805386331,20.20160754875628,4.474608717636864,39.51945185763682
12,lupino,2000,1900,440,185,85,500,23.119961757673373,66.604630937109,10.535188280561501,6.647697992933524,21.10112028013209,2.4826540516740048,40.843553844216764
12,lupino,2000,1900,440,185,85,200,20.540335598611126,47.37535590289683,10.380915929544072,6.441381351671719,20.520361829170238,1.5788580657872475,40.52213747148097
13,lupino,800,950,330,185,85,650,21.271852740039623,52.83242529900717,12.974132198472862,6.314662200543542,20.160873653400515,4.016467482249385,38.81814725323834
13,lupino,800,950,330,185,85,200,22.263581234646754,70.3335088184505,9.20970323698528,6.68425902794028,18.826111613761483,3.5986656429161226,40.18604669536555
13,lupino,800,950,330,185,85,800,29.070212630062073,49.79221563646293,13.63325722417408,5.569405329798277,22.71452931590832,3.7667626434106616,39.9798674146173
13,lupino,800,950,330,185,85,500,25.95951176658076,57.67787462197627,13.467967257044677,6.378951660334724,21.493077617913233,3.531920865860021,40.99748908216476
13,lupino,800,950,330,185,85,950,27.81034678848084,45.05254758232683,15.07007896540783,6.972273308675347,22.336624896485716,6.164659595814223,41.397737444845006
13,lupino,800,950,330,185,85,950,27.15543130900162,41.899412223706875,13.822143019077162,6.263316856647997,22.867212255054746,3.0088961528583242,39.51520642601473
13,lupino,800,950,330,185,85,950,25.54694085078779,50.242005061356274,10.794873031774449,6.726298240081425,21.192309612980278,2.3949337200715566,39.11354635201239
13,lupino,800,950,330,185,85,950,20.684749941614,68.47995215490891,13.85997856398259,6.907103630697711,25.43884469152808,3.9250329674452287,39.401766293550025
13,lupino,800,950,330,185,85,650,23.49802195558886,50.395614005627024,14.097344060100317,5.981995817807265,23.23875895911538,3.2716000789400725,39.76160017738245
13,lupino,800,950,330,185,85,950,28.950045403400694,78.88884287581133,12.305295063600202,6.436217804959829,19.062138956180657,4.900458545267651,40.002047106851016
14,lupino,2000,1400,440,462,213,650,23.52089587163772,68.9452348720778,12.734048399807017,7.093536716644115,20.237969922559795,4.7331340156226,39.84145313963058
14,lupino,2000,1400,440,462,213,200,20.49492310758644,50.15665978800074,14.159561175122487,7.705031515217727,18.38251629227189,4.11039809581644,40.18927966445774
14,lupino,2000,1400,440,462,213,950,22.027737452184528,70.91589326018405,12.519585325450425,6.787695280140125,18.346471250393176,4.054161738819952,39.33433699267918
14,lupino,2000,1400,440,462,213,800,23.470911442058707,68.3992925804516,11.950701172928449,7.164109379890079,21.220860745170988,3.021126536110975,42.547325214873304
14,lupino,2000,1400,440,462,213,650,28.79614938544918,69.4344674256184,12.938348331127992,6.852757094173126,23.952244043677684,6.110256940399626,40.37184514937952
14,lupino,2000,1400,440,462,213,500,24.034489088298027,68.65540313246225,10.230644602482936,7.170711146671127,23.585594962210173,4.26571786104888,39.769985308722646
14,lupino,2000,1400,440,462,213,950,23.67466757579777,51.14714280487969,13.061376130710512,7.49956714379768,22.552778556913157,4.062302873075197,40.18448503342451
14,lupino,2000,1400,440,462,213,800,21.932203581244764,77.62800255233138,13.358532662958389,7.394321056203575,22.34086424351396,3.771563627977737,40.15983923124465
14,lupino,2000,1400,440,462,213,800,25.754765672334905,65.87518376434859,10.929843536595255,7.983206265590841,25.11362637437434,4.691985991473276,38.93836849633404
14,lupino,2000,1400,440,462,213,950,28.298968060953257,44.919397435979334,11.314586732374075,7.291059722849029,19.250910017703013,4.354802560778706,40.43822363481623
15,lupino,2400,2350,330,277,255,200,26.324512449576655,54.686165100178414,12.286737652048442,6.204293618502616,22.868589510465917,4.810124470594322,40.740331758583174
15,lupino,2400,2350,330,277,255,650,23.917861501720196,55.9422787636738,11.15980047145575,7.350519233878951,20.988114278146583,3.916677024102132,39.774557309442265
15,lupino,2400,2350,330,277,255,200,22.404350905431375,46.88357735145783,8.705250743948824,6.902879709469385,22.224048043656737,3.2023670307978023,39.213758655483225
15,lupino,2400,2350,330,277,255,500,20.725968431708424,51.429362517178845,9.195512503298948,5.563491406450049,23.934156223591806,4.058532113212329,39.99022934833366
15,lupino,2400,2350,330,277,255,800,27.009458199081912,52.8229229461277,10.82472008786648,6.3068380389460215,22.11523125602378,4.537395430226187,39.040765648642406
15,lupino,2400,2350,330,277,255,200,21.68560775030042,48.445810746146236,9.225860520824378,6.617488270486121,21.07614208655502,3.872857032205004,38.58055290707685
15,lupino,2400,2350,330,277,255,650,25.45296927313177,65.10579852894907,10.272172671481252,6.526365802951787,21.96609085187247,5.671347314752244,38.82548515168806
15,lupino,2400,2350,330,277,255,950,23.047796330623946,59.62847484169164,10.657046584374575,6.5174686212519255,21.258711174007537,2.411072548720667,39.481558890558276
15,lupino,2400,2350,330,277,255,350,21.494768890302364,50.985329774220915,13.643114620107966,7.354951177388454,20.394465344542127,5.519442845523224,39.699929213904944
15,lupino,2400,2350,330,277,255,650,20.52597579009044,41.1723420437674,10.659292342725907,6.802851913692231,20.87192201449023,4.374977896832341,40.69206852405548
16,lupino,1200,1900,550,555,85,200,28.317603618850075,67.3394456394756,10.708955366733278,7.327810490225369,22.497590279349108,3.02933031724884,39.674414025770886
16,lupino,1200,1900,550,555,85,650,27.92597012780583,58.949503206542325,11.76931437018746,7.151882383815531,19.90399100926977,5.720383961901106,41.70029105514028
16,lupino,1200,1900,550,555,85,800,21.844710165494924,71.58113412433752,12.540104713276477,6.8998586871732135,24.767346786015853,3.1134182659265157,41.78774711434731
16,lupino,1200,1900,550,555,85,350,27.73765614511808,42.61182186057757,13.10654645928103,7.273871164872788,25.310200643109447,4.767512871312391,40.976660173864246
16,lupino,1200,1900,550,555,85,650,27.589610737504128,68.4264554395405,13.452392368484244,6.440725014743518,23.786337209748805,4.368444113896575,40.12782238677033
16,lupino,1200,1900,550,555,85,200,24.60777402593884,64.40777676658023,12.728717705632016,7.551975580677322,25.36689932317983,3.9138869975897745,39.62050998877685
16,lupino,1200,1900,550,555,85,350,28.63138025570992,68.19066983900734,8.513743015073967,6.292164474876951,22.6757750837305,4.778994397876729,40.544039114198526
16,lupino,1200,1900,550,555,85,500,27.33259657690609,60.12164977368308,14.129598995635833,6.704498009994179,22.47272672180837,4.548419925241117,40.24686498514387
16,lupino,1200,1900,550,555,85,350,29.975836986654784,76.1884230586252,13.069957927398809,7.0037453819167705,24.56165805298414,2.284824459894945,40.739148973173506
16,lupino,1200,1900,550,555,85,800,23.381715147878438,52.16743360112709,11.462375871058542,7.046953234553119,17.989066235542012,3.771038801765027,39.06462189052596
17,lupino,800,950,660,462,255,500,27.365360019883013,45.40531618596513,13.553451368705424,7.2784212066628,20.348176794171714,3.73088409009642,39.49755687309123
17,lupino,800,950,660,462,255,650,20.72358168712023,46.27838375720192,10.607245457337257,6.528318035164036,21.77064136939817,3.9194544915169582,38.51234275702293
17,lupino,800,950,660,462,255,200,22.104454970653208,69.56191712441498,9.422095604888424,7.513567932936904,23.525111377440552,5.225487149043585,39.577210282021376
17,lupino,800,950,660,462,255,950,20.442302729452425,74.39954306521011,8.631238724310052,7.448348815272667,19.579842319506138,2.510621616436172,39.13828504944838
17,lupino,800,950,660,462,255,950,20.955452736061222,72.18151445676394,10.538030853997384,7.388569397317018,22.716153847235105,5.043891863313913,38.82808039341781
17,lupino,800,950,660,462,255,500,26.132488516004287,59.47578028963205,13.042206800562226,7.152261621680127,22.34536965204621,4.723018060138723,39.47100793705601
17,lupino,800,950,660,462,255,350,22.677211106104714,74.13496040728835,11.183332768013985,6.81398539589046,20.104704672232728,3.3175104379094913,39.150469636169554
17,lupino,800,950,660,462,255,500,21.823693289722712,50.98861898630774,11.804777271680953,6.537656002314204,20.742731369902657,4.808559154518958,40.56449732772281
17,lupino,800,950,660,462,255,950,20.45642254676485,68.77364983475063,10.170721532641288,6.954591345375572,24.804667484897386,3.4029910744310876,40.58605122564915
17,lupino,800,950,660,462,255,800,28.852284114389164,55.3755937901111,13.59292868350559,7.554833029028329,23.206923247943973,5.0004100869501436,40.098748682406566
18,lupino,1200,950,440,185,213,950,28.726198583956762,53.19695973654996,12.665023499630921,7.8523765991242005,14.9994976764591,4.489356345353024,40.50749156176755
18,lupino,1200,950,440,185,213,950,27.133548837872823,59.02751696702799,12.98200160830825,7.116169730829872,22.020612502401047,3.2064888517217693,38.25120109346771
18,lupino,1200,950,440,185,213,650,20.028011731984535,58.433045292926124,9.745257584760376,7.5568297915683,21.65545824730476,4.282338053518141,41.268789435001786
18,lupino,1200,950,440,185,213,800,29.954429986510185,67.06317099303412,15.254660847176662,6.907648227271558,24.577073457664884,2.8653916368942998,40.44255710790258
18,lupino,1200,950,440,185,213,200,24.540290585367757,68.67766392589989,9.88932158977291,6.897967457493212,19.575798806161476,4.82700409297216,41.00098448981853
18,lupino,1200,950,440,185,213,650,27.266755972527385,59.64455039014734,12.713202708119917,6.847734969975844,20.202234649084364,3.579405948347656,39.30594106567697
18,lupino,1200,950,440,185,213,200,22.709082324544653,68.43261398941593,11.683665151421803,7.401506831169646,20.530582564486018,1.389847425036316,39.53805187473832
18,lupino,1200,950,440,185,213,650,25.110930593751934,46.81236673741245,11.23801254635596,6.171870042964855,20.695008927067175,6.065467705664577,41.44021659844479
18,lupino,1200,950,440,185,213,800,28.625372532943747,51.67376611949837,10.711093292017841,6.1696864780510525,18.857221147430703,4.36585330053608,40.523768685702585
18,lupino,1200,950,440,185,213,650,27.145207119825862,40.80872676113095,12.790024054120934,7.174675094501585,19.485628334620326,4.170294417744087,39.46867741457684
19,lupino,1600,950,220,370,170,650,25.266389432616705,54.867219934184746,10.903769125747958,7.280088654391756,22.28913374221127,2.03546455272865,39.391166662195474
